host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price,distance_to_city_center,review_duration,email,phone,reviews,jumio,Long term stays allowed,Wifi,Essentials,Smoke alarm,avg_price_per_bedroom,mapped_property_type,mapped_bathrooms,mapped_room_type,response_time,neighbourhood_encoded
Em,2014-01-26,"Tamarama, New South Wales, Australia",1.0,0.62,1,2.0,1,1,4,2,2,5,1125,2,5,1125,1125,4,1125,1,3,8,20,295,12,1,0,4.83,4.75,4.25,4.92,5.0,4.67,4.75,0,2,1,1,0,0.17,253.0,5.444933246195481,1809.0,1,1,1,1,1,1,1,1,135.26623842867315,5,6,4,4,27
Melissa,2015-07-16,"Eastlakes, New South Wales, Australia",1.0,0.66,1,1.0,1,1,12,5,5,3,1125,3,3,1125,1125,3,1125,1,6,6,8,225,92,10,0,4.92,4.95,4.89,4.98,4.98,4.8,4.82,0,1,1,0,0,1.19,550.0,6.978592435358721,2122.0,1,1,1,1,1,1,1,1,77.14240568832707,5,3,4,4,4
Valerie,2015-05-17,"Bundeena, New South Wales, Australia",1.0,1.0,1,1.0,1,1,2,1,1,2,7,2,2,7,7,2,7,1,0,5,35,310,17,5,2,4.71,5.0,4.76,5.0,5.0,4.88,4.76,0,1,0,1,0,0.45,65.0,25.096917819080033,1114.0,1,1,1,1,0,1,1,1,138.67108953095203,2,5,3,4,31
Tom,2012-08-06,"Paddington, New South Wales, Australia",1.0,0.98,1,2.0,1,1,2,1,1,2,120,1,3,1125,1125,2,1125,1,2,10,25,164,228,30,1,4.86,4.93,4.89,4.97,4.95,4.93,4.84,0,1,1,0,0,2.96,167.0,2.0493909900913376,2307.0,1,1,1,1,1,1,1,1,198.09007603821408,5,6,4,4,37
Sarah,2012-04-30,"Manly, New South Wales, Australia",0.8,0.5,0,1.0,1,1,8,4,5,5,1125,5,5,1125,1125,5,1125,1,0,10,40,123,14,3,0,4.69,4.85,4.85,4.85,5.0,4.77,4.69,0,1,1,0,0,0.19,1125.0,10.934104332105576,2192.0,1,1,1,1,1,1,1,1,192.27598747261771,5,3,4,3,20
Sam,2014-10-20,"Bondi Beach, New South Wales, Australia",1.0,0.65,1,2.0,1,1,2,1,1,3,1125,3,3,1125,1125,3,1125,1,11,38,63,144,168,9,0,4.53,4.67,4.35,4.66,4.85,4.86,4.55,0,2,2,0,0,2.22,109.0,1.4017990112177345,2071.0,1,1,1,0,1,1,1,1,138.02608522069195,4,6,4,4,32
Mari,2015-05-23,"Sydney, New South Wales, Australia",1.0,0.89,0,1.0,1,1,6,3,3,3,18,3,3,18,18,3,18,1,0,5,35,35,70,3,1,4.9,4.91,4.9,4.97,4.94,4.77,4.81,0,1,1,0,0,0.91,155.0,19.68298098168759,2298.0,1,1,1,1,0,0,1,1,129.87171912486124,5,6,4,4,13
Rowen,2014-05-13,"Broken Hill West, New South Wales, Australia",1.0,0.71,0,99.0,1,0,3,1,1,90,1125,90,90,1125,1125,90,1125,1,19,49,79,354,17,0,0,4.29,4.82,4.65,4.88,4.94,4.94,4.59,0,92,91,1,0,0.22,199.0,0.4513321175498483,1665.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,3,32
Suzanne,2015-07-22,"New South Wales, Australia",1.0,0.75,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,28,58,88,178,53,0,0,4.89,4.94,4.94,4.96,4.98,4.78,4.78,0,1,1,0,0,0.86,140.0,2.582133618002032,1210.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,4,32
John,2015-06-14,"Kyle Bay, New South Wales, Australia",1.0,0.97,0,1.0,1,1,4,1,1,3,120,3,3,120,120,3,120,1,8,36,66,156,184,16,1,4.76,4.82,4.84,4.98,4.95,4.78,4.79,0,1,1,0,0,2.39,127.0,16.984219873865754,2304.0,1,1,1,1,1,1,1,1,94.17872340425532,5,6,4,4,10
Rushabh,2015-07-23,"Schofields, New South Wales, Australia",0.6,0.0,0,1.0,1,1,6,3,3,90,1125,90,90,1125,1125,90,1125,1,23,53,83,173,1,0,0,3.0,5.0,1.0,5.0,5.0,5.0,3.0,0,1,1,0,0,0.06,149.0,22.352253190026374,0.0,1,1,1,1,1,1,1,1,67.36219020959923,4,3,4,2,24
Edgar,2015-07-23,"Baulkham Hills, New South Wales, Australia",0.0,0.8164300559552359,0,1.0,1,0,1,1,1,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,5,0,0,4.8,4.8,4.8,4.8,4.8,4.8,5.0,0,1,0,1,0,0.07,45.0,25.115126563007532,1045.0,1,1,1,0,1,1,1,1,114.50185185185185,2,6,3,1,33
Lauren,2013-11-25,"New South Wales, Australia",1.0,0.77,1,7.0,1,1,3,1,3,7,120,7,7,120,120,7,120,1,0,0,0,250,68,0,0,4.64,4.79,4.78,4.96,4.97,4.99,4.52,0,7,7,0,0,0.94,140.0,6.430463622953811,1540.0,1,1,1,0,1,1,1,1,183.21820800371313,4,6,4,4,35
Marc,2015-07-25,"Mount Vernon, New South Wales, Australia",1.0,0.55,0,3.0,1,1,10,4,7,7,1125,7,7,1125,1125,7,1125,1,20,50,80,355,12,0,0,4.33,4.42,4.67,4.58,4.42,4.5,3.83,0,3,2,1,0,0.32,2695.0,36.88529643499064,714.0,1,1,1,1,1,1,1,0,98.00111073137388,6,3,4,4,25
Home Hostess,2016-10-20,"Palm Beach, New South Wales, Australia",0.96,0.65,0,30.0,1,1,2,2,2,2,60,2,7,60,60,2,60,1,14,38,68,343,41,10,0,4.92,4.95,4.95,4.97,5.0,4.97,4.56,0,27,27,0,0,0.53,1150.0,29.698129891584845,2274.0,1,1,0,1,1,1,1,1,255.97059136060957,5,6,4,3,26
Vicki,2014-12-25,"Southern Highlands, NSW, Australia",1.0,1.0,1,1.0,1,1,6,3,3,4,180,4,4,1125,1125,4,1125,1,3,28,47,307,96,3,0,4.99,4.93,4.84,4.89,4.97,4.99,4.71,0,1,1,0,0,1.26,929.0,1.0861974899100575,2052.0,1,1,1,1,0,1,0,1,138.02608522069195,4,3,4,4,32
Ariel,2013-12-03,"Sydney, New South Wales, Australia",0.0,0.33,0,1.0,1,1,3,1,2,90,1125,90,90,1125,1125,90,1125,1,28,58,88,363,11,0,0,4.64,4.91,4.55,4.91,5.0,5.0,4.91,0,1,1,0,0,0.14,250.0,1.5396403331620139,1242.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,1,32
Maggie,2012-07-06,"Sydney, New South Wales, Australia",0.88,0.43,1,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,23,53,83,358,6,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,1,2,0,0.2,150.0,3.2043351206857493,220.0,1,1,1,1,1,1,1,1,117.31939891873483,2,4,3,2,18
Maggie,2012-07-06,"Sydney, New South Wales, Australia",0.88,0.43,1,1.0,1,1,5,3,3,90,1125,90,90,1125,1125,90,1125,1,21,50,80,170,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,1,2,0,0.3,300.0,3.0755801802746032,52.0,1,1,1,1,1,1,1,1,117.31939891873483,5,3,4,2,18
Robert,2015-07-27,Australia,1.0,1.0,0,1.0,1,1,4,2,3,7,10,7,7,1125,1125,7,1125,1,0,2,2,2,17,3,0,4.82,4.94,4.88,4.76,5.0,4.94,4.94,1,1,1,0,0,0.22,150.0,4.096012454568718,2146.0,1,1,1,0,0,1,1,1,153.45101102941177,4,6,4,3,23
Nicole,2014-10-22,"Paita, South Province, New Caledonia",1.0,0.64,0,1.0,1,1,4,1,3,3,1125,3,3,1125,1125,3,1125,1,9,34,44,319,29,3,1,4.9,4.93,5.0,5.0,4.97,4.71,4.68,0,1,1,0,0,0.38,139.0,8.076372244565768,2300.0,1,1,1,1,1,1,1,1,77.14240568832707,4,6,4,4,4
Sandy,2015-07-28,"New South Wales, Australia",0.0,0.0,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,111,0,0,4.79,4.94,4.62,4.99,4.97,4.97,4.74,0,1,0,1,0,1.44,130.0,1.1964089343911781,963.0,1,1,1,1,1,1,1,0,138.02608522069195,2,6,3,1,32
Matthew,2015-07-28,"Freshwater, New South Wales, Australia",0.7,0.65,0,1.0,1,1,2,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,7,282,266,37,0,4.67,4.72,4.59,4.96,4.94,4.89,4.59,0,1,1,0,0,3.49,219.0,29.309554687854813,2240.0,1,1,1,1,1,0,1,1,255.97059136060957,4,6,4,2,26
Ode,2015-02-23,"Hurstville, New South Wales, Australia",1.0,1.0,0,3.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,30,58,87,362,111,9,0,4.65,4.76,4.69,4.74,4.71,4.68,4.61,1,4,0,4,0,1.47,60.0,14.967114356635417,2231.0,1,1,1,1,1,1,1,1,94.17872340425532,2,4,3,3,10
Lydia,2014-06-06,"Sydney, New South Wales, Australia",1.0,1.0,0,1.0,1,1,4,1,1,2,1125,2,2,1125,1125,2,1125,1,0,6,28,28,104,5,2,4.44,4.55,4.55,4.78,4.81,4.85,4.33,0,1,1,0,0,1.39,181.0,4.413111563626082,2221.0,1,1,1,0,1,1,1,1,183.21820800371313,4,6,4,4,35
Louise,2011-09-17,"Sydney, New South Wales, Australia",1.0,0.79,1,2.0,1,1,6,3,3,3,1125,3,3,1125,1125,3,1125,1,11,41,71,346,17,8,1,4.94,4.94,4.82,5.0,5.0,5.0,4.82,0,1,1,0,0,0.35,439.0,2.4537550492208973,1440.0,1,1,1,1,1,1,1,1,117.31939891873483,5,3,4,3,18
LiveInChats,2015-01-01,"Chatswood, New South Wales, Australia",1.0,0.87,0,2.0,1,1,4,1,2,2,1125,2,5,1125,1125,2,1125,1,0,27,34,47,21,6,0,4.76,4.86,4.81,4.95,4.95,4.85,4.9,0,2,2,0,0,0.28,166.0,8.793328573215309,2218.0,1,1,1,1,1,1,1,1,100.7890625,5,6,4,4,36
McKenzie,2013-06-12,"Sydney, New South Wales, Australia",1.0,0.33,0,1.0,1,1,6,3,4,5,1125,5,5,1125,1125,5,1125,1,5,8,8,8,7,0,0,4.8,5.0,4.4,5.0,5.0,5.0,4.8,0,1,1,0,0,0.09,180.0,14.312679498547931,1550.0,1,1,1,1,1,1,1,1,84.19321449108683,5,3,4,2,9
Sam,2015-08-01,"Avalon Beach, New South Wales, Australia",1.0,0.83,1,1.0,1,1,2,1,2,2,1125,2,2,1125,1125,2,1125,1,6,20,47,320,53,11,1,4.92,4.96,4.87,5.0,4.96,4.96,4.81,0,1,1,0,0,0.7,143.0,28.448366322315454,2231.0,1,1,1,1,1,1,1,1,255.97059136060957,4,6,4,3,26
Sadie,2015-06-28,"Balgowlah, New South Wales, Australia",1.0,0.75,1,1.0,1,0,2,1,1,2,14,2,2,14,14,2,14,1,4,31,61,336,20,2,0,4.84,4.84,4.84,4.79,5.0,4.74,4.79,0,1,1,0,0,0.28,111.0,9.742622978301439,1912.0,1,1,1,1,0,1,1,1,157.98023595334942,5,6,4,2,34
Margaret,2015-08-03,"New South Wales, Australia",1.0,0.42,0,1.0,1,1,8,4,5,2,6,2,2,6,6,2,6,1,4,4,20,59,10,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.14,800.0,23.938785620276356,1384.0,1,1,1,0,0,1,1,1,255.97059136060957,5,3,4,3,26
Vicki,2015-06-14,"Manly, New South Wales, Australia",1.0,0.0,1,3.0,1,1,6,3,2,3,1125,3,3,1125,1125,3,1125,1,0,0,0,221,3,0,0,4.67,5.0,5.0,5.0,5.0,5.0,4.67,0,3,1,2,0,0.04,370.0,11.285066099099211,1049.0,1,1,1,1,1,1,1,1,192.27598747261771,5,3,4,4,20
Julian,2015-08-04,AU,1.0,0.9,0,0.0,1,1,3,1,1,90,1124,21,90,1124,1124,85,1124,1,28,52,52,239,50,6,0,4.76,4.76,4.6,4.84,4.9,5.0,4.8,0,1,1,0,0,0.66,90.0,1.5086749378418227,2122.0,1,1,1,0,1,1,1,1,138.02608522069195,4,6,4,3,32
Vicki,2015-01-21,"Sydney, New South Wales, Australia",1.0,0.72,1,1.0,1,1,8,4,10,2,30,2,4,14,30,2,29,1,6,21,51,317,31,6,0,5.0,5.0,4.94,5.0,5.0,5.0,4.67,0,1,1,0,0,0.45,750.0,36.74547017051749,1840.0,1,1,1,1,1,1,1,1,129.87171912486124,5,3,4,3,13
Margie,2015-08-05,"Sydney, New South Wales, Australia",1.0,0.78,0,0.0,1,1,2,1,1,2,1125,2,14,1125,1125,4,1125,1,2,2,2,2,4,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.49,99.0,5.476380510121626,235.0,1,1,1,1,1,1,1,1,183.21820800371313,4,6,4,2,35
Michelle,2014-02-06,"Sydney, New South Wales, Australia",1.0,0.6,0,1.0,1,1,8,4,4,7,1125,7,7,1125,1125,7,1125,1,1,2,2,30,4,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0,1,1,0,0,0.06,950.0,25.235669898301982,1925.0,1,1,1,1,1,1,1,1,255.97059136060957,5,3,4,4,26
Marcela,2015-07-30,"St Pauls, New South Wales, Australia",1.0,1.0,1,1.0,1,1,2,1,1,3,1125,3,3,1125,1125,3,1125,1,10,33,63,338,26,3,2,4.92,4.84,4.92,4.88,4.84,4.88,4.8,0,1,0,1,0,0.34,80.0,5.757743988967974,2283.0,1,1,1,0,1,1,1,1,135.26623842867315,2,4,3,4,27
Lucy And Murray,2014-09-27,"Sydney, New South Wales, Australia",1.0,0.91,1,2.0,1,1,5,2,4,2,90,2,2,90,90,2,90,1,3,6,36,303,38,2,0,4.95,5.0,4.97,4.95,4.97,4.87,4.87,0,2,1,1,0,0.51,401.0,27.841311616774234,1965.0,1,1,1,1,1,1,1,1,255.97059136060957,4,6,4,4,26
Lin,2014-08-22,"Sydney, New South Wales, Australia",1.0,0.88,1,1.0,1,1,3,2,2,5,1125,3,5,1125,1125,4,1125,1,1,1,13,217,48,13,2,5.0,5.0,4.91,5.0,5.0,4.96,4.98,0,1,1,0,0,0.89,170.0,3.293162520878126,1594.0,1,1,1,1,1,1,1,1,117.31939891873483,5,6,4,4,18
Roberta,2015-06-03,"Woollahra, New South Wales, Australia",1.0,1.0,1,2.0,1,1,6,3,3,5,1125,5,5,1125,1125,5,1125,1,0,0,0,0,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,2,1,1,0,0.05,600.0,3.2271620450261698,134.0,1,1,1,1,1,1,1,1,198.09007603821408,5,3,4,4,37
Beverley And Michael,2011-12-31,"Mascot, New South Wales, Australia",1.0,1.0,1,2.0,1,1,3,1,2,1,1125,1,1,1125,1125,1,1125,1,1,27,56,331,688,20,2,4.87,4.92,4.93,4.94,4.97,4.89,4.91,1,1,0,1,0,9.35,72.0,6.032125842047914,2206.0,1,1,1,1,1,1,1,1,77.14240568832707,2,5,3,4,4
Catherine,2015-07-24,"Sydney, New South Wales, Australia",1.0,0.75,0,1.0,1,1,6,3,4,6,1125,6,6,1125,1125,6,1125,1,0,0,0,0,7,0,0,4.29,4.86,3.86,4.86,4.86,4.57,4.71,0,1,1,0,0,0.1,163.0,4.458869861589123,1461.0,1,1,1,1,1,1,1,1,153.45101102941177,5,6,4,3,23
Jingjing,2015-05-19,"Beecroft, New South Wales, Australia",0.98,0.1,0,5.0,1,1,3,1,2,1,120,1,1,120,120,1,120,1,26,56,86,86,22,1,0,4.27,4.41,3.95,4.82,4.68,4.36,4.45,0,4,0,4,0,0.3,34.0,19.667868049620193,2134.0,1,1,1,1,1,1,1,1,129.87171912486124,2,2,3,4,13
Iain & Margie,2015-08-21,"Avalon Beach, New South Wales, Australia",1.0,0.7,1,2.0,1,1,4,2,2,2,21,2,2,21,21,2,21,1,1,9,36,311,27,10,0,4.96,4.96,4.92,5.0,5.0,5.0,4.77,0,2,2,0,0,0.45,345.0,28.508961843922535,1631.0,1,1,1,1,0,1,1,1,255.97059136060957,4,3,4,3,26
Anya,2015-08-16,"St Pauls, New South Wales, Australia",0.75,0.13,0,1.0,1,1,8,5,7,7,1125,7,7,1125,1125,7,1125,1,0,1,7,232,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.04,929.0,5.6349761993012235,734.0,1,1,1,1,1,1,1,1,135.26623842867315,5,3,4,2,27
Gary,2012-10-08,"Sydney, New South Wales, Australia",0.0,0.0,0,0.0,1,1,6,2,6,90,1125,90,90,1125,1125,90,1125,1,23,53,83,358,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.03,150.0,6.074054004811787,76.0,1,0,1,1,1,1,1,1,183.21820800371313,4,6,4,1,35
Hannah,2014-11-23,"Manly, New South Wales, Australia",1.0,0.65,1,1.0,1,1,4,2,2,2,60,2,2,60,60,2,60,1,0,0,0,0,81,2,0,4.94,4.95,4.73,4.91,4.95,4.98,4.86,0,1,1,0,0,1.07,303.0,11.821663510039881,2079.0,1,1,1,1,0,1,0,1,157.98023595334942,4,3,4,4,34
Jacquie,2015-08-24,AU,0.0,0.8164300559552359,0,1.0,1,0,2,1,1,90,90,90,90,90,90,90,90,1,27,57,87,177,8,0,0,4.71,5.0,4.83,5.0,5.0,5.0,4.86,1,1,1,0,0,0.11,95.0,6.276462932574394,1256.0,1,1,1,0,1,0,1,1,135.26623842867315,4,6,4,1,27
Sarah,2015-01-30,"Balgowlah, New South Wales, Australia",0.0,0.0,0,1.0,1,1,6,3,4,90,1125,90,90,1125,1125,90,1125,1,0,0,3,278,3,1,0,4.67,5.0,4.67,5.0,5.0,4.67,4.67,0,1,1,0,0,0.07,375.0,10.05220511968388,913.0,1,1,1,0,1,1,0,1,192.27598747261771,5,3,4,1,20
Bondi Beach Holiday Homes,2010-04-26,"Tamarama, New South Wales, Australia",0.96,0.86,0,58.0,1,1,8,4,2,90,100,90,90,100,100,90,100,1,6,6,13,288,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,54,54,0,0,0.04,1370.0,6.585492995646397,0.0,1,1,1,1,1,1,1,1,183.21820800371313,5,3,4,3,35
Gari,2015-08-27,"Greenhills Beach, New South Wales, Australia",1.0,0.6,1,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,45,1,0,4.71,4.71,4.89,4.84,4.82,4.89,4.5,0,1,0,1,0,0.66,145.0,20.233865606963047,1776.0,1,1,1,1,1,1,1,1,138.67108953095203,2,5,3,2,31
Cameron,2015-04-04,"Sydney, New South Wales, Australia",1.0,1.0,1,3.0,1,1,3,1,2,1,366,1,2,1125,1125,1,1125,1,1,7,13,46,29,7,0,4.76,4.86,4.62,5.0,5.0,4.97,4.72,1,2,2,0,0,0.39,145.0,3.910984636231329,2047.0,1,1,1,1,1,0,1,1,93.51619733735731,5,6,4,4,21
Toni,2015-05-06,"Canterbury, New Zealand",1.0,0.67,0,0.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,18,0,0,5.0,4.94,4.94,4.89,4.94,4.94,4.83,0,1,1,0,0,0.25,110.0,0.6519120977929174,129.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,3,32
Sally,2013-04-24,"Sydney, New South Wales, Australia",1.0,1.0,0,2.0,1,1,4,1,2,2,1125,2,2,1125,1125,2,1125,1,21,51,81,81,246,18,0,4.72,4.76,4.75,4.98,4.98,4.96,4.71,0,1,1,0,0,3.35,175.0,0.5487645357275761,2031.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,3,32
Peter,2013-05-27,"Sydney, New South Wales, Australia",0.94,0.82,1,5.0,1,1,6,2,2,1,60,1,4,60,60,1,60,1,4,20,43,44,353,63,6,4.84,4.93,4.9,4.88,4.93,4.89,4.83,0,3,3,0,0,4.65,268.0,1.1029954731852598,2273.0,1,1,1,1,0,1,0,1,138.02608522069195,4,6,4,3,32
Sonia,2015-05-20,"North Willoughby, New South Wales, Australia",1.0,1.0,0,2.0,1,1,2,1,1,3,1125,3,3,1125,1125,3,1125,1,0,28,58,333,64,0,0,4.86,4.95,4.59,4.95,4.97,4.92,4.91,0,2,1,1,0,0.88,125.0,6.53768021677766,1547.0,1,1,1,1,1,1,1,1,100.7890625,2,5,3,4,36
Tana,2014-10-15,"Peterstow, England, United Kingdom",0.67,0.6,0,1.0,1,1,4,2,2,12,1125,12,12,1125,1125,12,1125,1,1,23,53,328,10,1,1,4.9,4.6,5.0,4.9,5.0,5.0,4.9,0,1,1,0,0,0.13,280.0,12.331088698151547,2244.0,1,1,1,1,1,1,1,1,157.98023595334942,5,6,4,3,34
Tiger,2015-01-20,"Sydney, New South Wales, Australia",1.0,0.75,0,4.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,8,38,68,68,39,0,0,4.92,4.92,4.87,4.92,5.0,5.0,4.89,0,3,1,1,1,0.51,78.0,6.4339431921303385,1616.0,1,1,1,1,1,1,1,1,77.14240568832707,2,4,3,4,4
Bondi Beach Holiday Homes,2010-04-26,"Tamarama, New South Wales, Australia",0.96,0.86,0,58.0,1,1,7,5,5,90,90,90,90,90,90,90,90,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,54,54,0,0,0.04,920.0,6.44480244237383,0.0,1,1,1,1,1,1,1,0,135.26623842867315,5,3,4,3,27
Sarah,2012-07-15,"Sydney, New South Wales, Australia",1.0,0.95,0,1.0,1,1,2,1,1,3,30,3,3,1125,1125,3,1125,1,2,11,41,90,227,18,2,4.72,4.92,4.71,4.92,4.88,4.91,4.81,1,1,1,0,0,3.0,95.0,5.054729905211507,2248.0,1,1,1,1,1,1,1,1,117.31939891873483,5,6,4,4,18
Tim,2015-08-26,"Bangkok, Bangkok, Thailand",1.0,1.0,0,1.0,1,1,2,1,1,3,1125,3,4,1125,1125,3,1125,1,11,12,12,12,60,1,1,4.95,4.98,4.93,4.93,4.98,4.97,4.83,0,1,1,0,0,0.85,260.0,1.381648214052627,2114.0,1,1,1,1,0,1,0,1,138.02608522069195,4,6,4,4,32
Brendon,2015-09-07,"Sydney, New South Wales, Australia",1.0,0.77,1,1.0,1,1,2,1,1,10,100,10,10,100,100,10,100,1,3,3,3,3,33,7,1,4.76,4.88,4.36,4.87,4.78,4.94,4.65,0,1,1,0,0,0.44,99.0,2.4737408343477725,2221.0,1,1,1,1,1,1,1,1,153.45101102941177,4,6,4,3,23
Radim,2015-09-07,"Sydney, New South Wales, Australia",1.0,0.0,0,0.0,1,0,8,4,8,4,1125,4,4,45,1125,4,1081,1,15,45,49,49,1,0,0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,1,1,0,0,0.01,750.0,11.430552938602663,0.0,1,1,1,0,1,1,1,1,192.27598747261771,5,3,4,2,20
Ken,2014-07-20,"North Curl Curl, New South Wales, Australia",1.0,0.33,0,2.0,1,1,7,4,7,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,0,2,2,0,0,0.01,450.0,14.410437058158731,0.0,1,1,1,1,1,1,1,1,157.98023595334942,5,3,4,2,34
Margaret,2015-09-08,"Sydney, New South Wales, Australia",1.0,1.0,0,1.0,1,1,3,2,2,5,1125,5,5,1125,1125,5,1125,1,5,16,46,321,15,1,1,4.8,4.8,4.47,4.93,4.93,4.47,4.6,1,1,1,0,0,0.2,295.0,8.230858628348365,2260.0,1,1,1,1,1,1,1,1,68.52813852813853,4,6,4,4,0
Lauren,2013-11-25,"New South Wales, Australia",1.0,0.77,1,7.0,1,1,3,1,2,7,120,3,7,120,120,7,120,1,8,38,68,343,45,1,1,4.66,4.68,4.64,4.79,4.82,4.95,4.63,0,7,7,0,0,0.62,167.0,6.430463622953811,2165.0,1,1,1,0,1,1,1,1,183.21820800371313,4,6,4,4,35
Josie,2015-09-02,"Sydney, New South Wales, Australia",0.0,0.0,0,1.0,1,1,11,5,9,90,1125,90,90,1125,1125,90,1125,1,0,26,52,135,2,0,0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,0,1,1,0,0,0.03,690.0,13.192901062658057,23.0,1,1,1,1,1,1,1,1,135.26623842867315,5,3,4,1,27
Neil,2014-06-01,"Linley Point, New South Wales, Australia",1.0,0.57,0,1.0,1,1,4,2,3,5,77,5,5,77,77,5,77,1,4,6,15,175,8,2,0,4.75,4.88,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.2,125.0,7.224542251577882,1183.0,1,1,1,0,1,1,1,1,130.27651821862347,5,6,4,2,17
Catherine,2014-09-19,"Sydney, New South Wales, Australia",1.0,0.99,1,4.0,1,1,2,1,1,7,180,7,7,1125,1125,7,1125,1,0,0,9,9,224,0,0,4.82,4.89,4.87,4.92,4.94,4.77,4.74,0,4,4,0,0,3.14,75.0,1.7745170468778835,1508.0,1,1,1,1,0,1,0,1,138.02608522069195,4,6,4,4,32
Jackie,2015-09-11,"Balmain, New South Wales, Australia",1.0,1.0,1,1.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,4,25,45,135,244,26,2,4.74,4.88,4.81,4.95,4.9,4.93,4.67,1,1,1,0,0,3.23,146.0,3.720593748054907,2247.0,1,1,1,1,1,1,1,1,117.31939891873483,5,6,4,4,18
Aaron,2014-10-21,"Sydney, New South Wales, Australia",1.0,0.5,0,2.0,1,1,10,5,7,7,1125,7,7,1125,1125,7,1125,1,5,14,44,319,7,0,0,5.0,5.0,4.71,5.0,5.0,4.86,4.86,0,2,2,0,0,0.1,1300.0,6.319776240765576,1085.0,1,1,1,1,1,1,1,1,183.21820800371313,5,3,4,3,35
Joanne,2013-08-27,"Palm Beach, New South Wales, Australia",1.0,0.79,0,2.0,1,1,9,5,5,7,20,7,7,20,20,7,20,1,0,6,32,307,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,0,2,1,1,0,0.08,1950.0,31.371728761128367,373.0,1,1,1,1,0,1,1,1,255.97059136060957,5,3,4,4,26
Denise,2015-09-15,"Sydney, New South Wales, Australia",1.0,0.94,1,1.0,1,1,2,1,1,1,30,1,1,1125,1125,1,1125,1,11,40,70,345,140,14,2,4.91,4.93,4.92,4.99,4.98,4.98,4.83,0,1,0,1,0,1.87,120.0,6.933562867475933,2239.0,1,1,1,1,1,1,1,1,135.26623842867315,2,4,3,4,27
Zena,2014-03-23,"Avalon, New South Wales, Australia",1.0,0.8,0,3.0,1,1,6,3,2,5,1125,5,5,1125,1125,5,1125,1,30,59,89,364,6,0,0,4.2,4.8,4.4,5.0,4.8,4.8,4.0,0,2,1,1,0,0.1,950.0,29.318518541003655,1103.0,1,1,1,1,1,1,1,1,255.97059136060957,5,3,4,4,26
Severine,2015-07-01,"Bondi Beach, New South Wales, Australia",0.5,1.0,0,0.0,1,0,3,1,1,90,1125,90,90,1125,1125,90,1125,1,26,56,86,167,20,1,0,4.42,4.5,4.33,4.69,4.74,4.88,4.24,1,1,1,0,0,0.27,133.0,5.96024136251373,1940.0,0,1,1,0,1,1,1,1,183.21820800371313,4,6,4,2,35
